0.120609	-0.922412	-1.000000
0.131809	-0.140420	1.000000
-0.274775	0.238977	1.000000
0.772517	0.078128	-1.000000
-0.249241	0.244592	1.000000
0.110490	0.073768	1.000000
-0.208286	0.379806	1.000000
-0.580615	-0.049647	-1.000000
0.686695	-0.279456	-1.000000
-0.189496	0.779979	-1.000000
0.078651	-0.153772	1.000000
0.034891	-0.135317	1.000000
0.414484	0.628774	-1.000000
-0.286110	-0.512980	-1.000000
-0.515585	0.440103	-1.000000
-0.120876	-0.167712	1.000000
0.001309	0.683018	-1.000000
-0.023278	-0.147483	1.000000
-0.288417	-0.789249	-1.000000
0.019225	0.495195	1.000000
-0.106367	0.359875	1.000000
0.292511	-0.405713	-1.000000
0.198780	0.049644	1.000000
-0.008461	-0.090382	1.000000
-0.557144	-0.124685	-1.000000
0.792579	-0.015924	-1.000000
0.634905	-0.129910	-1.000000
0.439819	-0.214847	1.000000
-0.058916	0.182224	1.000000
-0.958305	-0.158322	-1.000000
0.029296	-0.005755	1.000000
0.789944	-0.503490	-1.000000
-0.422251	-0.081416	1.000000
0.240109	-0.947844	-1.000000
0.120669	0.930062	-1.000000
0.087975	0.970781	-1.000000
-0.446893	-0.697830	-1.000000
-0.692041	0.532032	-1.000000
-0.413985	-0.212094	1.000000
0.024161	-0.058819	1.000000
0.475502	-0.152195	1.000000
0.264144	0.477435	-1.000000
0.199159	0.113802	1.000000
-0.118594	0.561568	-1.000000
0.193442	0.468711	-1.000000
-0.049224	-0.076149	1.000000
0.041477	0.033753	1.000000
-0.443337	0.370870	-1.000000
0.128333	-0.065994	1.000000
-0.509779	0.476387	-1.000000
-0.743591	0.264239	-1.000000
-0.100864	-0.760220	-1.000000
0.120146	-0.326792	1.000000
-0.319439	-0.262338	1.000000
0.205657	-0.385997	1.000000
-0.135569	0.767741	-1.000000
-0.281876	-0.012880	1.000000
-0.307621	-0.485873	-1.000000
0.007601	-0.020307	1.000000
-0.109192	-0.162128	1.000000
-0.215404	0.215510	1.000000
-0.344192	-0.123348	1.000000
-0.183724	-0.750849	-1.000000
-0.010200	0.116991	1.000000
0.721904	-0.589281	-1.000000
0.523002	0.262118	-1.000000
0.041174	-0.263034	1.000000
-0.886989	-0.247977	-1.000000
0.005217	-0.002395	1.000000
-0.425867	-0.378563	-1.000000
0.079211	0.192624	1.000000
-0.030768	-0.294730	1.000000
-0.356863	-0.064531	1.000000
-0.268324	0.693366	-1.000000
0.135685	0.345642	1.000000
0.377890	0.333598	-1.000000
0.430794	0.819933	-1.000000
-0.666771	-0.153120	-1.000000
0.728509	-0.173169	-1.000000
0.786964	0.398976	-1.000000
0.043440	0.875528	-1.000000
0.058337	-0.119693	1.000000
-0.032554	-0.006215	1.000000
0.034585	-0.991306	-1.000000
0.003341	-0.040606	1.000000
-0.457956	0.197842	1.000000
0.949923	-0.271085	-1.000000
-0.237045	0.340597	1.000000
0.414550	-0.504245	-1.000000
0.046008	0.069997	1.000000
0.829215	-0.301104	-1.000000
-0.072608	-0.008046	1.000000
-0.336686	-0.672244	-1.000000
0.026633	-0.145617	1.000000
0.621686	0.653197	-1.000000
0.021599	-0.036899	1.000000
0.001950	-0.161375	1.000000
-0.649338	-0.572096	-1.000000
0.048978	-0.012574	1.000000
-0.165445	0.154140	1.000000
