20154	0.000000	1.164344	2
44072	11.385140	0.661324	3
53358	0.000000	0.837106	1
18574	0.000000	1.401538	2
11960	1.709501	0.405601	2
29959	0.168804	0.895721	1
68374	12.654543	1.251243	1
39160	10.972311	0.311442	3
47833	4.979787	1.334946	1
18816	4.209443	0.034130	2
13054	0.000000	0.322200	2
44707	3.759055	0.311389	1
12622	3.096302	1.358905	2
1094	2.681966	1.512947	2
29394	12.887740	0.607054	3
3205	7.494869	0.015619	3
11221	9.467724	0.174979	2
33135	9.317777	0.390678	3
34736	2.327518	1.563430	1
39837	10.707340	0.275731	3
8674	0.731073	0.391870	2
16972	10.110378	0.226616	3
72418	10.713491	0.493006	1
18032	7.778459	1.368998	3
68992	10.280450	0.259441	1
15752	2.782574	1.669303	2
25391	4.332586	1.689981	1
50604	5.809674	1.662320	3
10756	4.081629	0.307373	2
36970	8.268390	0.625268	3
11373	0.000000	0.724684	2
46244	7.392682	0.490434	3
19805	3.890547	0.500620	2
57713	7.611342	1.550405	1
12523	5.509768	1.370557	2
2204	8.022493	1.513290	2
69145	11.603833	0.695391	1
17151	10.511277	0.961555	3
7634	3.500914	0.676095	2
73008	10.472145	0.421450	1
74714	10.608913	1.331161	1
10283	3.110513	1.592959	2
31481	10.147185	1.675208	3
70545	13.088400	0.561773	1
38218	10.730604	0.813492	3
52392	1.452023	1.308238	1
54400	2.364361	1.355003	1
28646	10.537311	0.941108	3
10150	1.793765	0.046498	2
10296	14.199285	1.667905	3
10552	0.814701	0.428400	2
66081	10.982304	0.375310	1
65374	7.661851	0.034893	1
63223	5.888321	0.189599	1
8373	3.203744	0.765973	2
13685	0.985056	1.268283	2
12545	0.000000	0.777699	2
14367	0.000000	1.660543	2
28124	11.809273	0.423558	3
71559	10.177387	1.452935	1
45093	9.812747	1.363136	3
28048	8.554062	0.286176	3
64217	8.120035	1.269707	1
6849	4.450088	1.078802	2
56899	0.800903	0.524116	1
59163	1.641793	1.625600	1
60251	8.594650	1.052512	3
31577	3.209702	0.319227	1
45847	14.698442	1.569019	3
71184	13.609033	0.965988	1
11137	4.940866	0.886426	2
56193	3.943484	1.022061	1
9729	2.906291	0.279023	2
7256	4.354888	0.177037	2
36339	9.591359	1.343363	3
10192	0.247842	1.019231	2
14616	4.691157	1.122742	2
9964	4.715376	1.492434	2
71322	12.575474	0.297268	1
14597	4.846203	0.448194	2
19112	6.682078	0.318823	2
7639	3.349561	0.896205	2
7626	3.148652	0.115690	2
20333	10.465458	0.481627	3
26387	2.592341	0.818341	1
12031	2.472161	0.333472	2
31371	2.769741	0.076605	1
43074	9.206984	1.615448	3
43718	9.827479	0.434131	3
22582	5.687996	0.674717	1
27310	9.580681	1.298737	3
18900	1.864867	0.043773	2
13101	4.093835	0.343296	2
9240	2.521755	0.048825	2
37383	11.080644	0.466041	3
56321	3.456520	0.055065	1
70022	7.881626	1.033758	1
0	0.563463	0.595640	2
28553	9.511177	0.550944	3
7189	1.773120	1.290783	2
11297	5.674216	1.159404	2
27808	7.585675	0.517723	3
49017	2.007947	0.136255	1
66560	7.859610	1.349892	1
35581	8.559377	0.638170	3
34010	4.152172	1.356902	1
7366	2.863242	0.110157	2
76106	9.666938	1.292616	1
9632	1.381943	0.472031	2
21217	14.095597	0.191721	3
23233	5.959686	1.453230	2
15286	2.038503	1.198261	2
34489	3.675911	1.194595	1
44972	9.651258	0.870370	3
26664	8.342079	0.055393	3
13744	4.890405	0.782140	2
40985	8.990757	0.891893	3
72381	12.338502	1.367156	1
13847	7.645872	0.232606	2
23595	1.634340	1.461059	1
39009	7.819995	1.088987	3
23956	11.608647	0.263191	3
27423	10.337064	0.954721	3
26257	0.679944	1.192427	1
37828	7.677752	1.202414	3
41723	1.462018	1.525576	1
43069	8.867731	1.207158	3
14035	0.000000	0.740941	2
60771	5.784537	1.463790	1
25120	8.016122	0.662798	3
11124	0.000000	1.498922	2
22027	1.425318	0.991198	1
4403	6.059881	1.205899	2
45616	1.240418	1.410140	1
77070	11.051081	0.405585	1
36623	7.202332	0.136419	3
6921	0.121228	0.717363	2
47466	6.609584	1.507689	1
2366	1.214338	0.437372	2
20944	12.343996	1.525116	3
33900	3.019973	0.761655	1
10093	0.000000	1.034671	2
22587	3.709810	1.439494	2
8804	3.934787	1.669628	2
9302	3.276488	0.433778	2
35244	10.591378	0.409661	3
35056	6.643063	1.364897	3
7254	13.901751	0.122987	3
15074	4.070153	1.457505	2
70405	10.639415	1.698514	1
32014	11.956026	1.453588	3
42571	10.525028	1.250165	3
12480	2.980768	0.585876	2
35081	10.506506	0.452356	3
12372	3.083311	1.088124	2
32095	0.656399	1.112977	1
69451	9.760624	0.721634	1
29977	9.221309	1.375702	3
34744	11.089163	1.134316	3
6649	8.156250	1.577964	2
30768	9.117140	1.334083	3
66950	7.538019	0.910690	1
8967	9.425800	1.515224	2
37216	2.559070	0.884719	1
30285	10.395494	1.222938	3
12266	4.184132	1.126707	2
5263	2.520421	0.491774	2
34395	11.433813	0.928958	3
67275	13.021172	0.833411	1
43652	0.752519	0.076650	1
40516	9.179542	0.665227	3
23595	10.933396	1.173276	3
19865	14.599185	0.568376	3
11278	1.960508	0.817988	2
38191	0.677546	0.768723	1
14873	5.604292	0.742216	2
27629	13.538956	1.104836	3
3486	8.497002	1.359505	2
74511	8.062215	0.786568	1
63625	14.891064	0.950239	1
28689	3.470093	0.884347	1
26639	6.178488	0.718818	3
0	6.388966	0.515467	2
65624	12.319014	1.304166	1
3740	6.115700	1.150365	2
31842	9.008169	1.615815	3
11033	2.387989	1.296295	2
31678	9.265142	0.673842	3
36473	11.364236	0.206257	3
0	3.079409	0.505054	2
2763	1.101610	1.485244	2
4745	5.370529	0.034440	2
5555	4.565622	1.406857	2
8899	9.192881	1.345172	2
13537	1.032927	0.792040	2
10915	0.000000	0.286442	2
8411	3.637501	1.251587	2
72210	9.149566	0.570764	1
41081	10.327014	0.375809	3
62470	1.634376	0.987496	1
33369	11.795905	1.539480	3
32927	9.714570	0.982646	3
8906	7.454717	0.753916	2
20383	8.527427	0.304161	3
25328	8.995677	1.686047	3
28017	8.709818	1.088932	3
36599	9.084577	1.622333	3
37391	14.694727	0.159051	3
68580	5.645059	0.416831	1
72090	8.728222	1.286164	1
20332	2.440439	0.751157	2
6415	3.492089	0.988445	2
8307	4.978792	0.986470	2
30502	9.686565	0.625537	3
76581	14.191424	0.447288	1
16768	0.102173	0.280272	2
6047	1.265308	0.262216	2
58204	9.962527	1.147398	3
16499	1.169828	0.158350	2
74399	8.057422	0.146288	1
11415	0.000000	0.367293	2
68563	8.703024	1.274637	1
67648	3.087432	1.283069	1
9294	3.915957	1.519680	2
39549	4.414208	1.567031	1
39269	11.346270	0.838025	3
18886	2.315472	1.309049	2
52168	1.475260	0.828826	1
13843	2.756185	0.476806	2
29661	10.257019	0.999234	3
56559	2.793932	1.626711	1
68942	10.251788	0.441718	1
7922	0.000000	0.445329	2
27498	10.377639	0.758474	3
23847	12.857839	0.996374	3
56560	5.500225	0.932859	1
70198	8.366313	0.764627	1
55774	2.489281	0.297034	1
34712	10.313802	0.264101	3
25186	9.139241	1.263726	3
39418	0.703244	1.300709	1
15131	0.000000	0.216587	2
25114	9.577298	1.120670	3
6130	1.500170	0.796223	2
41146	1.183396	0.991921	1
1109	5.422209	0.589650	2
52086	4.002433	1.243697	1
16812	9.263795	1.052429	3
26712	9.413735	1.416709	3
42343	2.865955	1.301346	1
57477	5.335758	1.411364	1
20301	9.893746	0.987098	3
13322	0.895677	0.622344	2
