7.778014	7.697434
8.401522	8.518604
9.319469	12.495415
10.852697	9.408182
10.100048	10.809802
8.736784	6.855992
8.759751	7.428962
8.658125	10.272660
10.136292	9.014861
9.399070	9.324010
8.571319	8.037848
9.914917	8.973319
9.035868	7.841907
9.520702	10.400611
10.256050	9.995351
8.573817	8.967222
9.749986	11.642675
9.601912	10.678073
8.511863	7.421744
7.096722	6.824940
9.061586	9.711035
9.752642	11.931672
10.371669	9.953594
10.416213	11.440730
8.110712	7.691654
8.733734	8.499181
8.826496	9.337486
9.733306	10.420488
8.417779	9.649012
9.320392	9.273069
7.637614	7.214081
8.108207	9.243959
10.340232	11.520067
7.219756	6.573687
5.980819	6.292846
10.711308	11.311278
9.940039	9.444764
7.165879	7.030080
11.386649	11.242335
8.912890	9.904894
10.152727	8.391495
8.655517	8.394682
9.439582	10.966834
8.377933	7.205606
9.783399	9.816515
9.923354	10.375748
10.679664	11.396176
8.057831	6.965270
10.051656	11.380160
8.886254	8.653765
9.082076	7.924694
7.909724	7.896412
7.454606	6.673354
7.945192	8.635242
8.239091	7.615530
8.125603	7.787344
9.996586	9.908376
8.315128	7.811910
8.358025	7.113852
8.961217	7.883782
8.748092	9.258439
8.699260	8.761331
7.222988	8.040963
8.513385	8.339997
8.424084	8.659557
8.620017	9.260621
9.059015	9.977361
10.199520	10.106639
8.757552	7.942219
9.500375	10.219028
9.211096	10.080475
7.812390	6.689633
8.121807	9.932834
7.661086	7.060161
9.844224	9.338091
10.243597	10.026186
8.743786	9.170255
7.818209	6.556511
9.308772	7.506476
8.430035	9.443679
8.145204	8.322487
9.435962	9.318905
8.332008	8.488757
8.155070	7.405842
9.003562	8.341940
8.511095	8.759350
10.799265	10.239522
9.960300	8.694458
9.766762	8.702365
9.632340	8.118186
6.557927	5.198612
9.491299	8.415951
9.354975	9.139657
9.744626	7.310515
9.417497	9.546230
10.470408	13.427481
10.385580	9.684140
9.128565	8.628630
9.107493	10.363858
8.991842	8.374249
9.739790	10.747988
9.190283	11.105277
9.230778	9.216765
9.306929	8.026328
10.847037	10.182451
7.924201	5.902433
8.924034	9.504172
9.039437	9.644579
7.934113	7.138817
10.003487	9.303753
10.153322	10.866889
9.175010	7.110428
7.234229	7.677636
8.646054	8.031069
10.099724	8.622123
9.259429	9.349257
10.662208	9.356674
10.928311	12.232345
7.266583	8.148307
9.041938	8.549673
8.169041	6.775381
8.176977	9.204770
